title,rating,body
Complete data,5,I have on several palsy oximeter‘s and this one appears to be of the higher quality of those I have used. I really appreciate the accuracy measurement on it as well as the oxygen and pulse capabilities. The case it comes in is very durable and will be great when we travel.
"Just what I needed, my Santamedical Dual Color OLED Pulse Oximeter Monitor",5,"I got interested in this device as I realize the importance of monitoring my oxygen levels after going to the doctor and found out I was wheezing and my oxygen level was low and especially with the covid-19 pandemic, its very imperative to monitor one's oxygen level. Very easy to use and the carry case its just ideal, its size allows it fit easily in any handbag pouch with ease. The reading is instant. Very pleased with this item!!"
"Quick Delivery, Works Great, Peace of Mind, Definately Recommend",5,Arrived on time! It's a sturdy little monitor and it comes with a case. I tried it out right a way and it was easy to use and worked great. With Covid-19 I feel so much better having this monitor so I can check my oxygen level. I like that it is small and with the little case for it I know I won't have to worry about damaging it if I put it in my purse or travel bag. I highly recommend this
Great oxygen meter,5,Does exactly what it should.  The only thing I didn’t like was to secure the lanyard was impossible I have never been able to do it and had several neighbors try also.  I would suggest they put it on while manufacturing and then if you don’t want it on just cut it off
Use if you can't get a covid test.,5,Since CoVid 19 tests are very hard to get in most areas and might take a week to get results this is the best I could do.  So I use my thermometer three or four times a week and now the O2 monitor also that amount.  This might not be as good as the test but temperature and oxygen levels are early indicators along with other symptoms are good indicators.
Simple and accurate.,5,"Bought one for myself, but now feel perfectly comfortable buying one for an elderly family member with COPD to track and monitor O2 and hopefully encourage breathing exercises and healthier lifestyle. Simple to use and read straight out of the box.  Handy to store in its case or hung by the strap. Fast, accurate measurements and no difficulties using or reading it."
Bright Colorful Display,5,"Nice. Has a bright, colorful display. Gives perfusion index in addition to pulse rate, Oxygen saturation and Plethysmogram wave. Many units don't measure perfusion index or show wave pattern. Only takes a few seconds for reading to be displayed. As for accuracy, matches readings of my doctor's unit.Was hard to attach lanyard, but got it done."
"Nice compact Oximeter, sleek black, bright display, comes with case and batteries...5 stars!",5,"I ordered two SantaMedicine Oximeters and am very pleased with them.  The sleek black devices have a brightly colored digital display.  Very easy to read.  They come with a nice case and lanyard, plus batteries.  I compared readings several times with both devices and they almost matched every time.  Reassuring.  The nicely packaged devices come with a lanyard, sturdy case and a comprehensive instruction leaflet.  Truly a 5 star product!"
An accurate pulse oximeter,5,"Most of these devices are pretty easy to read/use - what matters most is they are accurate. I bought this brand because a similar one was recommended by a doctor for its accuracy. I double-checked this with a pulse oximeter one of my doctors has and it's accurate. Good price and fast shipping too, when a while back these were running $100 with a 4 week wait."
Accurate and a great value.,5,"Wife has afib and needs an oximeter to keep track of her pulse rate and oxygen level.  Last meter she had confirmed she was having an episode and allowed us to get to the hospital before the attack was full blown. After 2 years that meter finally quit.  This oximeter is sturdier than her previous one, easy to read and accurate (compared it using an Apple watch). The other reviewers were correct with their 5 star assessments and it is well worth the price for peace of mind, especially in these times. Very satisfied."
Big Improvement Over Prior Device,5,"I have used the SantaMedical Pulse Oximeter for a couple of days, and it provides more information, is more accurate, and much faster displaying results than my prior device.With my prior device, it would consistently read a few points less of O2 than my MD's office.  And it was very slow to calculate results.I also checked my pulse manually and compared to the results of this new device...results were identical."
Great for the price,5,Reads very fast. Pretty accurate overall. Other Sp02 take a while to show data this one seems to take under 5 to 6 seconds on average. Will be very useful in the field. This should not be bought to self diagnosed yourself at home. Sp02 numbers can very easily be manipulated. Overall a great product.
You get an idea of how your system is working,5,"I liked the easiness to use and the simple reading. I can not yet rate the accuracy until I have a doctor appointment where I can take my pulsometer and compare the reading to that at the doctor's office. I do expect some slight variation though, I think there may be variation even if using two separate units of the same manufacturing. But I hope variation would be minimal"
"Accurate, Inexpensive and should be in your home!",5,I wanted a second pulse ox to have on hand. We use ours regularly before Covid due to other issues of rapid heartbeat.This pulse ox works great. Readings seem to be accurate and it is very simple to use.
Easy to read!,5,The color scheme on the display makes everything very easy to read.  Its a pretty simple product but a must have to monitor your wellness levels.  I am very pleased with the ease to use this product and its small enough to keep in your travel toiletry bag.
"This oximeter device seems well made, easy to use and well priced",5,"So far I really like this little device. The pulse measured on the oximeter is consistent with what my Apple watch records. I know this is not medical grade, but it gives me some peace of mind during the current pandemic. My wife and I have been using it to establish baseline blood oxygen readings as we are currently healthy. I looked at different oximeters from other companies and reviews of this device were convincingly positive. The device seems well made and so far I am happy with my purchase."
Accurate and durable,5,I was hospitalized with covid. Prior to going home compared this pulse ox and facelake pulse ox to hospital equipment. Both would give accurate readings but Santamedical was faster to get an accurate result and you can see the a waveform that you can check for accuracy vs your pulse which is nice. I’ve had this in my pocket for two weeks so is durable and it even made it through my washer and dryer and still works.
EASY TO READ,5,"I JUST received this, so this review is not about longevity, which is yet to be determined.I purchased it by studying product reviews and ease of reading, with multiple colored LED display.As far as accuracy??  I can't tell you that.  I would need several units to compare it to, viewing consistency from unit to unit (different brands) to come to some logical conclusion.  Is it displaying what reasonably makes sense?  Yes.  And, yes, it is definitely easy to use."
Works,5,"I honestly bought this so I could give my Dr. the readings, that stuff is way above my head and he did make me do it 3 times to get an accurate reading which was not a big deal because it only takes a second to do it. I'm sure that if I had read directions I could have figured the numbers out myself but I didn't have to so I didn't."
Great PulseOx,5,"This PulseOx arrived quickly and in good condition. I'm an EMT and purchased this for my personal use. I love this model. It's easy to use, easy to read, shuts itself off and seems to be accurate within 1% on both me and my son. It also comes in a great carrying case."
Great price,5,"Works perfectly and came with a nice pouch to keep lint out. Never buy these at retail stores because they will charge you twice as much. As a nurse,  I go through a lot of these. I always purchase from Amazon. Haven’t been disappointed by one yet."
A well engineered product that works well,5,"We bought this SantaMedical Pulse Oximeter on recommendation of our chiropractor, who had researched the models on the market.  The ordering process was simple, and the reviews convinced me that this was likely to be a good product.  It arrived quickly and I set it up and both of us used it – it is very easy and clear to use, and I found it quite accurate and helpful.  We are using it regularly to insure our health is strong.  The fact that it reads 3 different factors (Oxygenation, pulse and perfusion)  is helpful, and we are now familiar with the meanings and normal ranges for each.  I rate it 5 of 5 (excellent quality), and we would buy it again if we needed another one."
Good product at a good price,5,"Although I've read varying opinions on this, some medical authorities think that blood / oxygen level can be at least as accurate a predictor of Covid-19 as body temperature. Regardless, it's fairly inexpensive, quite intuitive and easy to use, so it may be a worthy adjunct to the medical thermometer these days."
This is easy to use and easy to read.,5,"I purchased two of these pulse oximeters—one for me and one for my daughter—so we can monitor our oxygen levels during this scary time of COVID-19. I'm using it every day to establish a baseline so I will know if my blood oxygen ever starts to decrease. So far it seems to be consistent and it is lightweight and comfortable to use. The readings appear within a few seconds. My only complaint is that I cannot get the lanyard through the tiny hole provided, but luckily I don't need a lanyard as I do not plan to carry this around."
Handy dandy gizmo,5,"Crazy to think that only hospitals and clinics used to have these, and now you can get your very own for not too much money!  We bought it just to have, and in case anyone of us gets Covid.  It seems very easy to use.  You put it on and give it a second, and wallah!  It gives oxygen saturation, pulse rate, and shows a little image of  your heart functioning, and there is one more number, but I am not sure what that one tells us.  It's a good thing to have!"
Great Product!,5,"Had this item recommended to me and I am glad I got it.  I needed an easy to use, accurate device to give me my heart rate so I could tell if I was exercising in the right zone.  I actually found from the initial reading I was working harder than I needed and now I pace myself much better."
Works just like the Doctor's,5,So easy to use.  Insert the batteries (included) and it's ready to go.  Bright display that can be read easily in little to no light! Matched the doctor's reading exactly.  I'm very pleased with the instrument and the neat carrying case.
VERY CONVENIENT,5,"I just received this item.  It is compact, came with the batteries, a lanyard and a nice case for it.  I have already used it today and it appears to be very accurate and in sync with another oximeter on my watch. Very happy with this item."
Great tool!,5,"Works great, but dark nail polish can give inaccurate results. I haven’t had my nails done this entire pandemic and I hate cutting them myself because then they peel. So, after I couldn’t get an accurate reading on this, I cut my nails down & repainted a lighter color, now it works fine.Stay safe everyone!"
Accurate compared with Apple watch and bicep cuff blood pressure machine,5,"Picked this up with the whole COVID stuff causing O2 abnormalities. Came in handy when I was hit with a COVID scare. Compared this with Apple watch and a blood pressure machine I have. Heart Rate is spot on with both of them. 1-3bpm variation due to timing of each machine, but that's expected."
Blood Oxygen Reader A Must,5,"My husband tested positive for Covid and had a very low oxygen level which can produce clots and be fatal.  He uses this great little reader each day to keep things in check.  After a certain age or when fighting a bronchial cough, this reader will monitor levels and help the user make a decision if they should seek medical attention."
great  brand,5,"we already had an older version but got a second one for hikes, family members... This is less expensive than the first, but works just as well...solid signal, pulse accurate (which means it is getting a good read), and sats are making sense and consistent"
Don't be without one Covid-19 is real!,5,"Very easy to use right out of the box. Read instructions, put in batteries, used it on my wife and myself. We purchased this because a friend that is hospitalized with Covid-19 and one of the first symptoms was low blood oxygen. We decided this would be a good investment in today's environment."
Great product,5,"I got the dreaded Rona and I'm a transplant patient so I wanted to monitor my O2 levels. This works perfectly. Yes the hinge seems weak but I believe it's because it's meant to give room for bigger fingers, so the two pieces can expand farther apart. Works fast, easy to read."
During this Covid Pandemic this is necessary!,5,"My Oximeter arrived in good condition. It included the unit,carrying pouch,AAA batteries, lanyard & instructions. It was easy to set up and results are clearly displayed. My Son successfully came thru Covid and will need to check his oxygen level for some time. Having one at home is SO much easier than running to the Doctor!"
"Very nice device, but should include a ""normal"" chart",5,"The oximeter itself is terrific – an amazing little bit of technology that's very simple to use. Unfortunately the instructions do not include information on ""normal"" ranges for the readings. I had to track those down online. It'd be best if they were shown either on the device itself or perhaps on a card included with the device."
Quality product that is easy to use.,5,Easy to use and of good quality. Easy to set up by installing the batteries. It takes a few second to register initial values once finger is placed in the device. Keep finger in device against your leg or other solid object if your hands shake as that will throw off the readings. I like the plethysmogram which shows pulse rate. It comes with a nice case and a lanyard. The lanyard hole in the device was too small for me to use so I hooked the lanyard on the case and that worked well.
Works as advertised,5,This item works as advertised. I can't say whether it's accurate or not as I have nothing to compare it too. It is repeatable and the readings do vary over measurement time so I'm assuming it's taking accurate readings. If the readings are critical I would suggest you have your doctor check against theirs.
Simple and portable,5,"We got this to keep track of oxygen levels for our family. It was easy enough for us all to figure out and use quickly. It seems sturdy and is easy to read. The levels seem consistent with how we are feeling day to day. It is a great product for the price in my opinion, I am very happy with my purchase."
Solid product,5,Loving this product so far. As an Nordic/Alpine Ski patroller we are using these a lot more in our field. Mostly back in the Ski patrol building but we also Mountain bike patrol at our mountain. This product allows me to put this on patient and continuing my survey and not have to wait to get the vital vitals before moving on to continue my help.
Nice product,5,"I bought this pulse oximeter to keep on hand because with COVID hanging around, you just never know and my forever motto is 'better safe than sorry', lol. Others reviews were great on it and the product seems accurate. It is easy to read and easy to use and I love the little carrying bag it came in."
This has been a life saver,5,I got this for a loved one in their 80's with congestive heart failure and it's an absolute life saver to see how their oxygen levels are doing when they do any sort of physical activity which lowers their oxygen level. Amazing technology for the price.
Great product!,5,I bought one to keep an eye on my oxygen levels since the COVID outbreak. This product is easy to use and accurate. Note to ladies who wear very dark fingernail polish: This may give a false reading so you may have to repeat it a couple of times to get an accurate reading.
This seems to work very well,5,"I purchased this to monitor my oxygen levels, especially at night. I can see the numerals for heartbeat and O2 well, as they are fairly large and brightly lit. It helps that I can leave it on my finger for awhile to track moment-by-moment changes in oxygen levels, and also “see” my heartbeat to help monitor arrhythmias.The unit seems well made, a nice small size which is easy to use and not cumbersome, and the battery is keeping its charge nicely. I’m very pleased with this so far!"
An Excellent instrument,5,"Great to find one of these things that works well ....so far. We work in remote areas of Honduras, and nothing is worse than to have your o2 sat give out on you in the middle of nowhere. I have been disappointed with others so that I will be giving this one a good test. For now, it is working very well."
Good enough for a professional,5,"As an ER nurse, I was being very picky about my pulse ox. I tried a few cheaper brands which were horrible. This one is of great quality and provides a clear pleth waveform. It's a good deal for the price. Highly recommend."
...just like the one in my Dr.'s office,5,"Received fast.  Works as expected;  just like the one in my Dr.'s office.  I ordered the Pulse Oximeter to monitor my blood oxygen level.  They say, if you have coronavirus, you should monitor your oxygen level, while in quarantine.  Actually, it's good to have if you have any breathing problems or need to monitor  your pulse."
Easy to read,5,This is very easy to use and read. Great for a spot check during a work out or labor intense chores. Also keeps me informed about what the pollens and pollutants are doing to my lungs. (The Saharan dust is the worst.) I gave it a 4 for accuracy because I just don't know. It does seem internally consistent.
Finally a good Oxygen monitor,5,"I tried a few Oxygen finger monitors.  Most don't work properly, they are too flimsy,  or simply give wrong readings.  This is one is a keeper.  It's well constructed and provides consistent readings.  The case is a the icing of the cake..  Recommended!"
Reliable and Accurate,5,"I like the accuracy - measured against another pulse oximeter I've had for many years, the readings are identical. The oximeter reliably and quickly provides accurate blood oxygen level readouts. So I HIGHLY recommend this oximeter."
Pleased to have this unit.,5,Simple to operate.  Nice design.  I am not a professional but I do not take the first reading but let it remain in place for it to land on a number that appears to be stable and what is intended.  At first mine reads high then drops back.  My mission is to find out if my problem is blood pressure or oxygen.
GREAT OXIMETER - matches up with hospital machine readings,5,I purchased this after an ER visit and they asked if I had one to monitor my blood oxygen levels.I ended up hospitalized a week later and this oximeter matched up with the hospital equipment with readings.
Must Have Medical Equipment,5,"I just got this out and set it up to measure O2 saturation if needed.  It appears to be as good as others I have used at work in the past.  I love the way it looks, the cord to carry it with and the case it comes with.  I tested it on myself and my husband and it is totally accurate.  It's nice to have one at home and to feel prepared.  I love it!"
Security Blanket,5,"Love it! Easy to use. I use it all the time whenever I have a panic attack and feel like I can’t breathe. The machine shows me I am breathing fine and the lack of oxygen is in my head. If you are OCD and have panic attacks, this may ease your mind."
Know my Numbers,5,"I have chronic asthmatic bronchitis brought on by allergies.  I bought the meter to help determine when I need a breathing treatment and when I need to remove my mask during the COVID pandemic.  It works very quickly and seems accurate.  And it uses standard batteries, so it's easy to maintain."
Accurate and reliable measurement,5,Rating: Five (5)I recently ordered the SantaMedical Gurin Pulse Oximeter Kit. What a great choice I made of all the similar finger models available through Amazon.The device works perfectly straight out of the box. Delivery was as promised and the price was amazing. An outstanding measurement device.Thank you!
Good Unit at a good price,5,"I did not order this for COVID-19. I mainly use it when working out/ running. Seems to be accurate as far as oxygen measurement is concerned. Not too sure as far as heart rate is concerned. My resting heart rate seem a little high on this unit. It is about 10 units higher than what my doctor always shows. I also took my pulse and it is lower than what the unit shows. Still, I think this is a good unit overall and a good value for the price."
An important device to have in my medicine cabinet,5,I occasionally suffer from allergy-induced asthma at certain times of the year. The oximeter helped me keep track of my oxygen levels so I didn't overuse or underuse my inhaler. Glad I only have to use it  in the spring. Thank you for an easy to use and accurate meter. It arrive on time and in perfect condition.
Great product!,5,"I ordered the oximeter on Sunday, it arrived Monday!  The directions were easy to follow for the set up and the read out on the oximeter is clear and bright.  I’ve already recommended it to two friends;  one has received hers already and is equally as happy with it.  It’s indispensable for maintaining good health!"
Easy to use and accurate,5,"Product arrived quickly. It reads oxygen saturation and pulse rate. The display is clear and well lit. It's  activated by a small button on the lid and deactivates when not in use -- reads ""bye"" as it shuts down."
Nice little gizmo,5,"Well, my doctor was hitting on me (that's my story, and sticking to it...) and told me that I had A Cute Bronchitis. Wow. Anyway, a friend of mine suggested using the gizmo to make sure that I wasn't becoming a zombie. Seemed to work pretty good, and I only get a craving for brains if I drink tequila..."
Perfect for my needs,5,With so much COVID going around I thought it would be a good idea to be able to check my or family and friends O2 level should they become distressed.  This product is so easy to use and read.  Absolutely worth the price.
Great affordable pulse oximeter!,5,"So far, I'm very satisfied with the quality of this pulse oximeter.Pros:1. Easy to read vibrant display2. Quick, accurate readings3. Nice build quality4. Included storage pouchCons:Nothing so far"
Great to have on hand,5,"I purchased this oximeter when my husband and I had COVID a couple months ago. Thankfully, our health didn't decline to the point where we needed to closely monitor our oxygen levels, but I was happy to have this on hand in case it was needed."
Accurate and good value,5,"Bought this when I had Covid early this year.  I was lucky enough to not have breathing problems, but I just wanted to keep an eye on my O2 levels anyway.  Very easy to use and quite accurate (same results as at my doctors office)."
Works great,5,"Seems to work appropriately. I like that it has a graph so you can tell if it’s reading correctly. If you read the simple instructions, it’s pretty simple. Make sure you’re sitting down to take your reading. Recommend."
Works Great!,5,This worked perfect for me right out of the box. The other one I have will not work for me when I am having too mant skipped beats or in Atrial Fibrillation. SO I am very happy with this! Fast shipping and a great price.
Oxygen / yep that’s what we needed to know for the DOC,5,"Kiddo had a bad run in with COVID first & second time. Second go around DOC wanted to know Oxygen levels this little guy worked like a (lucky charm) ok bad choice of words.BUT it worked , even worked on the toes when kiddo was sleeping.  This thing has no issues 10/10 buying again if needed."
Reliable product - Great Seller Fast Shipping,5,We ordered two of the SantaMedical Pulse Oximeters for our family. They arrived yesterday and were able to get them started immediately with no effort. It seems to be a good quality and came together easily.We purchased your particular product based on reviews that stated it was a high quality product as compared to other pulse oximeters. Based on our limited time with it all is as we had hoped. We definitely recommend this product.
Helpful,5,"We are very satisfied with our purchase on the SantaMedical Oximeter. My husband and I tried it right away but had to get online to see what normal/average numbers are and what the abbreviated indicators actually meant.  No problem, the process was easy.We give it a 5.  Well built and seems accurate.  Really like the little carrying case and lanyard."
Could not be easier to use...and accurate!,5,"Like many others here, I purchased this oximeter to measure me and my wife's oxygen levels during COVID. Setup is as simple as opening the back, inserting 2 AAA batteries, close back and that's it. Stick your finger, press your button, and 5 seconds later, it has your readings. Readings are accurate as well (give or take 2-3 BPMs as compared to my FitBit, though not sure which is more accurate). Item comes with a small storing bag and a lanyard."
This is a great oximeter!,5,"I bought this for my wife who has COPD to monitor her SpO2 levels.  We rate this product as 5 Stars because of it’s high quality easy to read OLED display, Great value and ease of use. We have another Oximeter with an old style led display but my wife likes the Santa Medical much better. Thanks for an outstanding product."
Great product!,5,"I ordered this oximeter just  a week ago. Got it today and was greatly satisfied. It came with a detailed set of instructions, a carrying case and a lanyard. The device is of great quality and registers the O2 and Pulse rate on a very easy to read screen. Came with 2 AAA batteries and I was immediately in business. Very satisfied with this product and recommend it."
Life Saving equipment,5,I bought this product when I was admonished by my little sister and a friend to check my husband‘s oxygen levels because he grew very sick after a positive Covid test. This tiny device alerted us to the fact that he was experiencing hypoxemia. Thank God for this device! I took my husband to the ER where he was hospitalized for three weeks in the ICU. He was critically ill with Covid pneumonia. He needed oxygen immediately and he still on 24 hours seven days a week oxygen at home. Thank you for this!
It's easy to use and easy to read,5,The display is crisp and clear and the progressive reading of the heart beat is a nice addition.  The quick speed at which it turns off when no longer being used is a great way to prolong battery longevity.  It was a good purchase.
Accurate!,5,I bought this for my niece who is sick with Covid. It’s been very handy because she’s had to go to the ER several times for low oxygen! She said the readings this gave were the same as the hospital showed.
Easy to read,5,This little gadget is great! It comes with a lanyard and a little pouch to protect it when You put it on your purse. You can read your numbers easily and accurately . It has automatic shut off so no batter is wasted.  It’s light so you can put it in your pocket . Easy to clean and sanitize so it’s ready for the next use.
Great display,5,I recently listened to a pulmonologist who had fought COVID-19 in NYC and what he said about the virus prompted me to buy this product.  I like that the display is large enough to see that I don't need to track down a pair of readers.  Nice lanyard comes with it and batteries as well...that is a Gonga!
Simple to Use Device,5,"This device is simple to use and works quickly. There was a prompt to rate accuracy but I cannot speak to that as I have not compared the results I get from this device with those from a calibrated device, I am just trusting that this is producing accurate (or near accurate) readings."
Great Addition,5,"This is a very easy to use, easy to read instrument.  Push the button, put your finger in the oximeter, boom...results in a few seconds. The display is easy to read, the information is very useful.  I can't attest to accuracy, as I don't have anything to compare it to, but I do know that if you don't have your finger positioned correctly, it gives vastly different results...so it's reading ""something"".  In today's increasingly technical medical world, this instrument is a must have for the new ""medicine cabinet""."
Excellent purchase,5,"This item is fast, accurate and easy to use. It gives me great peace of mind when I am going about my day and my breathing becomes labored. In just seconds I can see my actual oxygen saturation. I should have bought this long ago."
Excellent value ...,5,"Well-made product, works great.  I have no way today of judging accuracy, but will take along to my next doc appointment and compare with theirs.  I'm a bit of a geek, so the fact that it has an OLED display is a nice little techie bonus!"
It is consistently accurate,5,"I have Asthma, COPD, Afib and Coronary Artery Disease therefore I depend daily on the Oximeter.  It is extremely important that it is consistently accurate.  There are some new features on this Oximeter and I am delighted.Thank you for making such a great product."
Accurate results at a good price point,5,"The media could not be loaded.
                




   I liked it it has a waveform so I can see the blood pulsating through my finger as it picks up a reading. I haven’t compared it to other oximeters but it seems to work quite well."
Accuracy,5,"It is very convenient and easy to operate. Press one bottom and it will gives you three important data: your heart rate, oxygen saturation and perfusion index. It can?t go easier than that. Not many pulse oximeter on market comes with perfusion index indicator and this product does. So this is already a plus. During this Covid pandemic time, I think it is very imperative to have a fast and accurate oximeter on hand in case of any friends or family members experience any sign and symptoms of shortness of breath. You will already have the vital signs such as oxygen saturation number and heart rate on hand when you seeking medical attention. Thanks."
"So far, so good",5,"I got the oximeter to measure my oxygen level because of the Covid-19 concerns. So far it has worked well, and has a nice multicolored information display window.  It came with a nice little black carrying case and neck lanyard/strap. The instructions are extensive and I am still reading/learning more about the unit."
Easy to Use and Gives a Little Peace of Mind for Monitoring for COVID-19 Symptoms,5,"I purchased a pulse oximeter on June 27, 2020 from Santa Medical and it arrived at my house in only 3 days.  It looked nice right out of the box and even came with a case and strap you can attach, as well as the required batteries.  The instructions were easy to understand and very complete.  I inserted the batteries and it came on in a matter of seconds with easy to read numbers for my oxygen level and pulse.  This little device was reasonably priced and will give me piece of mind that I will have some important data to monitor symptoms for me and my family in this time of uncertainty with the COVID-19 cases."
Well worth the money,5,"Product is well worth the money.  I'm not sure what feature it would have that I would want or need - wait, yes, guessing lottery numbers!  Just kidding.Its as accurate as the one my doctor uses, we did them side by side.  Auto power off, will stay on as long as I wear it etc.  If Dollar v Value is key to you this is worth it."
This thing is VERY impressive!!,5,"Right out of the box, this meter works and looks great! Comes with a really nice ballistic nylon case. (One of) the things that's really nice is it takes simple, AAA batteries. No hunting around for some obscure ""button battery."" It works fast, has a very readable screen, and the shipping was ultra-fast!!"
Works well,5,This product arrived in a timely manor and works well. I've owned it for a few months now and can say that it will probably give me future trouble free operation. I would recommend it to somebody looking to purchase one of these.
Easy to use and accurate,5,Rating of SantaMedican GurinI would rate this product as a 5.  I checked the results from this product with my doctor’s office and have gotten the same results.  The results I get are consistent with my iPhone application related to the pulse so I feel very confident in the use and accuracy of this product.  The small carrying case for it works very well and it's well made.  It makes it easy to take to the gym to check on oxidation levels.  I recommend this a friend and they also bought it and like it very much also.
Easy to use,5,"The packaging of my Pulse Oximeter was nice and easy to open the battery slot. The LED panel is very clear to read. Overall, I found the quality product with reasonable price. Lanyard installation was easy and in addition convenient to carry around while going out for walk 👍 Carrying case is convenient as well with the product"
Fast and accurate,5,"I have recently purchased the model SM-519BR-BL from Amazon, I think the  product is easy to use and offers a more accurate  reading than other manufacturers.Electronics and graphics are good, screen doesn’t turn according to position. I would like that it included a silicon protection like others in case it falls off. It isn’t clear if the cord must be tied directly to the device or is just for the case, because it was hard to nail it into the device. It uses two AAA batteries (included) which is good.I think the product is good enough and it deserves a 5."
Santamedical Dual Color OLED Pulse Oximeter,5,"Slip it on the fingertip, press button, then receive accurate results in 5 - 7 seconds.  I verified pulse rate against my blood pressure monitor and the santamedical was within one or two beats every time."
Great Value,5,This is a great product for the price and is efficient and accurate.  I compared it to the reading from one used at a doctor's office within minutes and they were the same. Considering local stores wanted 39.00 for one (different brand) I was very pleased with the purchase and recommend it if you are in need of one.
Appears to function very well,5,"The device appears to work well and is probably accurate - I don't have another certified device to compare the results (it's an engineer thing).  The multi-color display is very nice.  The device is different than many similar devices in that it also indicates the ""PI%"".  When I initially read up on it and purchased it, I was mildly interested in the PI% data; however, when the device came, there wasn't any explanation for what the PI% really means nor its significance to the user.  My purchase may have come with an older version of the limited instructions - from before the addition of the PI% feature."
Love it,5,"Got it due to this whole COVID thing, actually got COVID and it was really helpful to measure my O2 quickly when I would panic and think I was out of breath, turns out I was not, just panicking, but the device is quick and easy to use."
Works Well,5,"Reads color of blood in skin.  If Push finger against wall skin turns white, no blood. Same here. DO NOT PRESS, Insert finger GENTLY, hold finger Up in air, DO NOT TOUCH WITH OTHER HAND. HAND MUST BE WARM WARM. WORKS WELL."
Worth it,5,This was well worth the money for the reduction in anxiety. I work as a nurse and having the ability to check vitals on my loved ones at home is totally worth it. This seems accurate and I like that it has a waveform to show if the reading is a true reading. We gauge accuracy by the waveform at work so having a waveform to check is really nice. Easy to clean and has a case which is nice. Especially with COVID this has been great to have as a check on how loved ones are doing without having to go to a clinic.
Ease of use,5,"Works well. Both the heart rate and O2 rates are accurate on this unit, had the opportunity to check it and compare with another unit. Another tool in the toolbox during this pandemic"
Reading out doors,5,"I bought this item because it can be read outdoors. I had one that had a red led display and I could not read it outdoors. I believe the item works well. I checked it against other pulse oximeters. If you turn it on and get a reading of 99, wait several seconds and you will get the correct reading."
"Easy to read , stays put on your finger",5,"Very easy to read... I don't really know how you could check the accuracy ? You would need to have hospital quality equipment to verify.. it's very easy to attach to your finger .. ( it doesn't slide around, or slip off your finger's , like some meters do .."
Very easy to use and quick to provide results,5,"I find that the display is vivid, easy to read in all light conditions.  Like all oximeters, this unit is easy to use and responds with results very quickly.  The power button is located on top and makes the unit come to life immediately.  Once remove your finger the system shuts down right away, preserving batter power.  Batteries (2 AA) were included in the package.  Also provided is a smart case which keeps it protected when not in use.  I would definitely recommend this unit to anyone."
It works!,5,"The meter was bought to track oxygen levels incase of contracting covid 19.  It was reassuring.  Your oxygen levels can drop without you realizing it if you have the virus. Its also a cheap way of detecting it in my opinion. By the way, my dentist also used a similar devise to take my oxygen levels and a thermometer to see whether it was safe to do a dental procedure on me."
Easy to use.  Nice large numbers to read.,5,"I ordered this to see what our normal O2 stats are with COVID-19, it gives us a clear baseline.  I love how easy it is to use and reading the numbers with out my glasses is wonderful. MeAnd it's shuts its self down after putting it down and not touching it, so that saves the batteries."
Highly recommend,5,I purchased this about a month ago and use it several times a day.I have to keep track of both of my oxygen and my heart rate. This works very well for me.I have had several and the Santa Medical is my favorite.  I highly recommend this one as my readings compare well with my Doctor's.
Nice device for home use,5,I got this in the mail and several days later my father-in-law was short of breath.  His pulse oximeter reading was 86 which is low.  We took him to the doctor and this device reading was similar to the reading at the doctor's office.  Very simple to use.  Would definitely buy again.
just a good thing to know,5,i have copd and constantly moniter my oxy level i am new to my oxygen machine so there  is a learning curve .....two timesmi thought i was tired and checkedmmy oxy level and just went on my machine to get level up felt better
Works well for a great price,5,"This oximeter is just what we needed. It works well, seems to be accurate, comes with a case and lanyard for when you aren't using it, and is clear and easy to read. I don't think you can go wrong for the price. It provided peace of mind for COVID monitoring and I'd recommend it to anyone."
Great Device,5,"I recently purchased  my SantaMedical Pulse OximeterSM-519BR-BL. I am very impressed with the display, bright and easy to read. My doctor insisted on testing the device and it exactly matched the results of her far more expensive unit. Absolutely satisfied."
Works well,5,"I use this product to routinely monitor my blood oxygen level. It is also handy to check my pulse rate. I have been using this product for over 4 months now and have not had any problems. Have not had to replace the battery yet. Occasionally I get what I think are erroneous readings likely because my finger was not exactly positioned in the right spot. It is sensitive to proper finger location. However, it is very easy to take another reading if something does not look right."
Easy to use,5,"I purchased this upon recommendation by epidemiologist to use in case we contract the Covid virus. If O2 levels dip below 93 percent , hospitalization is recommended. The device is easy to use and , per my RN wife , accurate. Comes with a protective case which is nice."
Peace of mind,5,"For $20 bucks this little guy provides peace of mind, for any and all folks who are facing Covid-19 issues & I think for those who suffer any respiratory health problems. Arrives with 1st set of batteries, large bright display & super easy to use."
Piece of mind during the VID,5,Was easy to use and came with batteries.  Only thing I had to look up is what numbers I needed to keep an eye on (top number needs to stay higher than 92) and what the bottom percentage meant.
Easy and Accurate,5,I have been having respiratory problems after having Covid and ended up in the hospital. This little thing lets me quickly check my oxygen and heart rate while giving me peace of mind.
It has everything I wanted in an Oximeter,5,"I saw this one and thought it looked pretty, was priced right and it also had great reviews.  It is very handy and I have used it several times since I received it last week.  It has a good, easy to read display. It came in a case with batteries, lanyard and operating instructions just as pictured.  I am very pleased with my choice and recommend it."
Easily obtains a reading.,5,"Our other O2 sensor was highly reviewed like this one, but was not as good at picking up a pulse and a reading. I especially like the continuous graph for the pulse strength readout."
